Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Active Ingredients (product.metafields.custom.active_ingredients),Pack Options (product.metafields.custom.pack_options),short description (product.metafields.custom.short_description),Video URL (product.metafields.custom.video_url),Expiry Date (product.metafields.expirypro.expiry_date),Application method (product.metafields.shopify.application-method),Color (product.metafields.shopify.color-pattern),Ingredient category (product.metafields.shopify.ingredient-category),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Distributor 50%,Price / Distributor 50%,Compare At Price / Distributor 50%,Included / Professional Healthcare,Price / Professional Healthcare,Compare At Price / Professional Healthcare,Status
promotion-giftbox,Promotion-GiftBox,<p>Gift Box Promotion - White</p>,U Line,Uncategorized,"","",false,Title,Default Title,,,,,,,,ULINE-S11245,0.0,shopify,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,kg,,3.01,false,,,false,,,draft
bodhi-sigg-water-bottle,Bodhi Sigg Water Bottle 1L,"<p>Bodhi Sigg Water Bottle 1 L</p>
<p>Made in Switzerland</p>",Bodhi Health Inc,Home & Garden > Kitchen & Dining > Kitchen Appliance Accessories > Water Cooler Accessories > Water Cooler Bottles,"","Adeeva, Retail, Sublingual, wholesale",true,Title,Default Title,,,,,,,,Bodhi_Bottle_1L,0.0,shopify,continue,manual,29.98,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0676/2001/2122/files/siggpic_3fa1ee8a-5264-4640-ba7c-6f3dbf93320d.jpg?v=1769024971,1,"",false,,,,,,,,,black,,,kg,,,true,,,true,,,active
bodhi-health-sleep-sublingual-5mg-30-pak,"Bodhi Health Sleep Sublingual, 30 Pack, 10 Box Counter Display","<p><strong>Fast-Acting Sleep Support</strong></p>
<p><strong>Bodhi Health’s Fast-Absorbing Sublingual Melatonin (Sleep) quickly dissolves under your tongue delivering melatonin directly into your bloodstream within minutes.</strong></p>
<p>This provides a fast-acting effect that is facilitated by our proprietary oral strip technology, which is proven to delivery active ingredients into the bloodstream rapidly, once placed under the tongue (1).</p>
<p><strong>Approved Benefits of Melatonin:</strong></p>
<ul>
<li>Helps increase total sleep time in people suffering from sleep restriction or altered sleep schedule (e.g., shift work and jet lag).<br>
</li>
<li>Helps to reduce the time it takes to fall asleep.<br>
</li>
<li>Helps to reset the body’s sleep-wake-cycle.<br>
</li>
<li>Natural, safe and non-habit-forming sleep aid.</li>
</ul>
<p><strong>Why Is Sublingual Melatonin the Best Route of Administration?</strong></p>
<p>Clinical studies show that oral melatonin supplements that you swallow are not absorbed well from the gut. In fact, some studies show that only 15% of the melatonin you swallow gets absorbed from the intestinal tract into the bloodstream (this also includes melatonin being quickly broken down by liver enzymes shortly after its absorption form the intestinal tract) (2) As such, oral melatonin supplements are a very inefficient approach to the use of melatonin as a sleep aid or to reset the body’s sleep-wake cycle.</p>
<p><strong>Other Important Reasons to Consider Melatonin (Sleep) Use After Age 40:</strong></p>
<p><strong>Age-related Decline in Melatonin Synthesis -</strong> Melatonin levels begin to decline in the body after puberty and by age 40 melatonin levels are more than 50% lower than they were at age 12-13. This is important because, in addition to sleep benefits, the body relies on melatonin for other important functions (Frontiers of Aging Neuroscience 2022. <a href=""https://www.frontiersin.org/journals/aging-neuroscience/articles/10.3389/fnagi.2022.888292/full"" rel=""noopener"" target=""_blank"">https://www.frontiersin.org/journals/aging-</a><a href=""https://www.frontiersin.org/journals/aging-neuroscience/articles/10.3389/fnagi.2022.888292/full"" rel=""noopener"" target=""_blank"">neuroscience/articles/10.3389/fnagi.2022.888292/full</a><a href=""https://www.frontiersin.org/journals/aging-neuroscience/articles/10.3389/fnagi.2022.888292/full"" rel=""noopener"" target=""_blank"">)</a>.</p>
<p>Some of these functions include the following:</p>
<p><strong>Immune Support –</strong> many immune cells contain melatonin receptors that require melatonin stimulation for immune cells to function optimally throughout our lifetime (3).</p>
<p><strong>Protects Brain Cells from Free Radical Damage:</strong> Melatonin is a very important antioxidant in the brain, protecting brain cells from the damaging effects of free radicals that are involved in a variety of neurodegenerative diseases and brain aging (4),</p>
<p><strong>Small Studies Show Improvement in Early-Stage Memory Loss:</strong> Several human studies have shown that patients with early-stage memory loss (mild cognitive impairment) exhibited significantly better performance in the Mini-Mental State Examination and the Cognitive Subscale of Alzheimer’s disease Assessment Scale after melatonin administration compared to the control group (who did not receive melatonin) (5).</p>
<p><strong>Prostate and Breast Health Support:</strong> Prostate and Breast cells are known to possess melatonin receptors. When melatonin binds to these receptors it enters these cells where it is shown to exert a numerous health-promoting effects of importance (6,7).</p>
<p><strong>Turns-On Anti-Aging Sirtuin Genes –</strong> Experimental studies show that melatonin “turns on” (upregulates) anti-aging genes in human cells known as sirtuin genes (SIRT 1). Sirtuin gene activation is shown to help protect us against various age-related conditions and degenerative states associated with the aging process (8,9,10)</p>
<p><strong>References:</strong></p>
<ol>
<li>Breakthrough Proprietary Oral Film Technology: (Frontiers of Pharmacology, 2019. <a href=""https://pubmed.ncbi.nlm.nih.gov/31551785/"" target=""_blank"">https://pubmed.ncbi.nlm.nih.gov/31551785/</a>),</li>
<li>DeMuro RL et al. The absolute bioavailability of oral melatonin. J Clin Pharmacol.2000;40(7):781-4 <a href=""https://pubmed.ncbi.nlm.nih.gov/10883420/"" rel=""noopener"" target=""_blank"">https://pubmed.ncbi.nlm.nih.gov/10883420/</a>
</li>
<li>Carrillo-Vico A. et al. Melatonin: Buffering the immune system. Int J Sci. 2023;14(4):8638-8683. <a rel=""noopener"" href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC3645767/"" target=""_blank"">https://pmc.ncbi.nlm.nih.gov/articles/PMC3645767/</a>
</li>
<li>Goo Lee J et al. The neuroprotective effects of melatonin: Possible role in the pathophysiology of neuropsychiatric disease. Brain Sci. 2019;9(10):285. <a rel=""noopener"" href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC6826722/"" target=""_blank"">https://pmc.ncbi.nlm.nih.gov/articles/PMC6826722/</a>
</li>
<li>Cardinali D.P., et al. Therapeutic application of melatonin in mild cognitive impairment. Am J Neurodegener Dis. 2012;1(3):280-291. <a href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC3560473/"">https://pmc.ncbi.nlm.nih.gov/articles/PMC3560473/</a>
</li>
<li>Megerian M.F. et al. Melatonin and Prostate Cancer : Anti-tumor roles and therapeutic application. Aging Dis. 2023;14(3):840-857. <a rel=""noopener"" href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC10187692/"" target=""_blank"">https://pmc.ncbi.nlm.nih.gov/articles/PMC10187692/</a>
</li>
<li>Grant S.G. et al. Melatonin and breast cancer: Cellular mechanisms, clinical studies and future perspectives. Expert Rev Mol Med. 2009;11:e5. <a rel=""noopener"" href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC4301735/"" target=""_blank"">https://pmc.ncbi.nlm.nih.gov/articles/PMC4301735/</a>
</li>
<li>Qin K et al. Melatonin promotes sirtuin 1 expression and inhibits IRE1-alpha-XBP1S-CHOP to reduce endoplasmic reticulum stress-mediated apoptosis in chondrocytes. Front. Pharmacol. 2022;13. <a rel=""noopener"" href=""https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.940629/full"" target=""_blank"">https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.940629/full</a>
</li>
<li>Rodrguez-Santana C et al. The relationship between clock genes, sirtuin 1, and mitochondrial activity in head and neck squamous cell cancer: Effects of melatonin treatment. Int J Mol Sci. 2023;24(19): 15030. <a rel=""noopener"" href=""https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.940629/full"" target=""_blank"">https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.940629/full</a>
</li>
<li>Mayo J.C. et al. Melatonin and sirtuins : A “not-so unexpected” relationship. J Pineal Research. 2017;62e 12391. <a rel=""noopener"" href=""https://digibuo.uniovi.es/dspace/bitstream/handle/10651/43022/jpi.12391.pdf?sequence=1"" target=""_blank"">https://digibuo.uniovi.es/dspace/bitstream/handle/10651/43022/jpi.12391.pdf?sequence=1</a>
</li>
</ol>",Bodhi Health Inc,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","wholesale, wholesale-only",true,Title,Default Title,,,,,,,,CP400020,0.0,shopify,deny,manual,0.00,,true,true,,,,,'10628425400020,https://cdn.shopify.com/s/files/1/0676/2001/2122/files/Melatonin_30_pack_Display_3b455e15-45b7-41c2-add1-4a9a13959759.jpg?v=1759567838,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,active
bodhi-health-sleep-sublingual-5mg-5-pak,"Bodhi Health Sleep Sublingual,  5 Pack, 20 Sleeve Counter Display","<p><strong>Fast-Acting Sleep Support</strong></p>
<p><strong>Bodhi Health’s Fast-Absorbing Sublingual Melatonin (Sleep) quickly dissolves under your tongue delivering melatonin directly into your bloodstream within minutes.</strong></p>
<p>This provides a fast-acting effect that is facilitated by our proprietary oral strip technology, which is proven to delivery active ingredients into the bloodstream rapidly, once placed under the tongue (1).</p>
<p><strong>Approved Benefits of Melatonin:</strong></p>
<ul>
<li>Helps increase total sleep time in people suffering from sleep restriction or altered sleep schedule (e.g., shift work and jet lag).<br>
</li>
<li>Helps to reduce the time it takes to fall asleep.<br>
</li>
<li>Helps to reset the body’s sleep-wake-cycle.<br>
</li>
<li>Natural, safe and non-habit-forming sleep aid.</li>
</ul>
<p><strong>Why Is Sublingual Melatonin the Best Route of Administration?</strong></p>
<p>Clinical studies show that oral melatonin supplements that you swallow are not absorbed well from the gut. In fact, some studies show that only 15% of the melatonin you swallow gets absorbed from the intestinal tract into the bloodstream (this also includes melatonin being quickly broken down by liver enzymes shortly after its absorption form the intestinal tract) (2) As such, oral melatonin supplements are a very inefficient approach to the use of melatonin as a sleep aid or to reset the body’s sleep-wake cycle.</p>
<p><strong>Other Important Reasons to Consider Melatonin (Sleep) Use After Age 40:</strong></p>
<p><strong>Age-related Decline in Melatonin Synthesis -</strong> Melatonin levels begin to decline in the body after puberty and by age 40 melatonin levels are more than 50% lower than they were at age 12-13. This is important because, in addition to sleep benefits, the body relies on melatonin for other important functions (Frontiers of Aging Neuroscience 2022. <a rel=""noopener"" href=""https://www.frontiersin.org/journals/aging-neuroscience/articles/10.3389/fnagi.2022.888292/full"" target=""_blank"">https://www.frontiersin.org/journals/aging-</a><a rel=""noopener"" href=""https://www.frontiersin.org/journals/aging-neuroscience/articles/10.3389/fnagi.2022.888292/full"" target=""_blank"">neuroscience/articles/10.3389/fnagi.2022.888292/full</a><a rel=""noopener"" href=""https://www.frontiersin.org/journals/aging-neuroscience/articles/10.3389/fnagi.2022.888292/full"" target=""_blank"">)</a>.</p>
<p>Some of these functions include the following:</p>
<p><strong>Immune Support –</strong> many immune cells contain melatonin receptors that require melatonin stimulation for immune cells to function optimally throughout our lifetime (3).</p>
<p><strong>Protects Brain Cells from Free Radical Damage:</strong> Melatonin is a very important antioxidant in the brain, protecting brain cells from the damaging effects of free radicals that are involved in a variety of neurodegenerative diseases and brain aging (4),</p>
<p><strong>Small Studies Show Improvement in Early-Stage Memory Loss:</strong> Several human studies have shown that patients with early-stage memory loss (mild cognitive impairment) exhibited significantly better performance in the Mini-Mental State Examination and the Cognitive Subscale of Alzheimer’s disease Assessment Scale after melatonin administration compared to the control group (who did not receive melatonin) (5).</p>
<p><strong>Prostate and Breast Health Support:</strong> Prostate and Breast cells are known to possess melatonin receptors. When melatonin binds to these receptors it enters these cells where it is shown to exert a numerous health-promoting effects of importance (6,7).</p>
<p><strong>Turns-On Anti-Aging Sirtuin Genes –</strong> Experimental studies show that melatonin “turns on” (upregulates) anti-aging genes in human cells known as sirtuin genes (SIRT 1). Sirtuin gene activation is shown to help protect us against various age-related conditions and degenerative states associated with the aging process (8,9,10)</p>
<p><strong>References:</strong></p>
<ol>
<li>Breakthrough Proprietary Oral Film Technology: (Frontiers of Pharmacology, 2019. <a href=""https://pubmed.ncbi.nlm.nih.gov/31551785/"" target=""_blank"">https://pubmed.ncbi.nlm.nih.gov/31551785/</a>),</li>
<li>DeMuro RL et al. The absolute bioavailability of oral melatonin. J Clin Pharmacol.2000;40(7):781-4 <a rel=""noopener"" href=""https://pubmed.ncbi.nlm.nih.gov/10883420/"" target=""_blank"">https://pubmed.ncbi.nlm.nih.gov/10883420/</a>
</li>
<li>Carrillo-Vico A. et al. Melatonin: Buffering the immune system. Int J Sci. 2023;14(4):8638-8683. <a href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC3645767/"" rel=""noopener"" target=""_blank"">https://pmc.ncbi.nlm.nih.gov/articles/PMC3645767/</a>
</li>
<li>Goo Lee J et al. The neuroprotective effects of melatonin: Possible role in the pathophysiology of neuropsychiatric disease. Brain Sci. 2019;9(10):285. <a href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC6826722/"" rel=""noopener"" target=""_blank"">https://pmc.ncbi.nlm.nih.gov/articles/PMC6826722/</a>
</li>
<li>Cardinali D.P., et al. Therapeutic application of melatonin in mild cognitive impairment. Am J Neurodegener Dis. 2012;1(3):280-291. <a href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC3560473/"">https://pmc.ncbi.nlm.nih.gov/articles/PMC3560473/</a>
</li>
<li>Megerian M.F. et al. Melatonin and Prostate Cancer : Anti-tumor roles and therapeutic application. Aging Dis. 2023;14(3):840-857. <a href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC10187692/"" rel=""noopener"" target=""_blank"">https://pmc.ncbi.nlm.nih.gov/articles/PMC10187692/</a>
</li>
<li>Grant S.G. et al. Melatonin and breast cancer: Cellular mechanisms, clinical studies and future perspectives. Expert Rev Mol Med. 2009;11:e5. <a href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC4301735/"" rel=""noopener"" target=""_blank"">https://pmc.ncbi.nlm.nih.gov/articles/PMC4301735/</a>
</li>
<li>Qin K et al. Melatonin promotes sirtuin 1 expression and inhibits IRE1-alpha-XBP1S-CHOP to reduce endoplasmic reticulum stress-mediated apoptosis in chondrocytes. Front. Pharmacol. 2022;13. <a href=""https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.940629/full"" rel=""noopener"" target=""_blank"">https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.940629/full</a>
</li>
<li>Rodrguez-Santana C et al. The relationship between clock genes, sirtuin 1, and mitochondrial activity in head and neck squamous cell cancer: Effects of melatonin treatment. Int J Mol Sci. 2023;24(19): 15030. <a href=""https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.940629/full"" rel=""noopener"" target=""_blank"">https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.940629/full</a>
</li>
<li>Mayo J.C. et al. Melatonin and sirtuins : A “not-so unexpected” relationship. J Pineal Research. 2017;62e 12391. <a href=""https://digibuo.uniovi.es/dspace/bitstream/handle/10651/43022/jpi.12391.pdf?sequence=1"" rel=""noopener"" target=""_blank"">https://digibuo.uniovi.es/dspace/bitstream/handle/10651/43022/jpi.12391.pdf?sequence=1</a>
</li>
</ol>",Bodhi Health Inc,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","wholesale, wholesale-only",true,Title,Default Title,,,,,,,,CP400068,0.0,shopify,deny,manual,0.00,,true,true,,,,,'10628425400068,https://cdn.shopify.com/s/files/1/0676/2001/2122/files/thumbnail_5_Pack_Display_Sleep_-_Edited.png?v=1760635865,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,active
bodhi-health-vitamin-b12-sublingual-1000mcg-30-pak,"Bodhi Health Vitamin B12 Sublingual, 30 Pack, 10 box Counter Display","<p>Rapid Absorption into the Bloodstream</p>
<p><strong>Ensure Your B12 Status Remains Optimal with Our Fast-Dissolving Sublingual (under the tongue) B12 Strips</strong></p>
<p>Vitamin B12 is a vital nutrient required by the body to make red blood cells (preventing anemia), which enables optimal energy production every minute of our lives. B12 is also necessary for the synthesis of brain chemicals (neurotransmitters) required for normal cognition, focus, mood stabilization, prevention of depression and to prevent the build-up of heart disease promoting “homocysteine” in the bloodstream, among other important function.</p>
<p><strong>Why Is Sub-Optimal Vitamin B12 Status So Common?</strong></p>
<p><strong>Aging Process</strong> – in the aging process the stomach makes less acid (hydrochloric acid), which hinders the synthesis and secretion of intrinsic factor. Intrinsic factor is essential for vitamin B12 to get absorbed from the intestinal tract to the bloodstream. As such, many older persons absorb less vitamin B12 from the gut even if they take B12 supplements or consume B12-containing foods frequently.</p>
<p>This is why Bodhi Health’s Fast Dissolving Sublingual B12 Strips is so helpful for people over 45-50. The fast-dissolving strip allows vitamin B12 to get absorbed directly into the bloodstream once placed under the tongue, without the need of intrinsic factor. Our proprietary oral film strip allows for the fastest possible absorption of B12 (less than one minute in most cases) right into the bloodstream, helping to ensure optimal Vitamin B12 status in your body each day.</p>
<p><strong>Antacid Medications</strong> - Doctors often prescribe antacids, proton pump inhibitors and/or histamine blockers to help older subjects who have digestive problems or reflux pain following meals. These drugs block the secretion or action of stomach acids, which in turn further reduces the secretion of intrinsic factor. Intrinsic factor is essential for the absorption of vitamin B12 from the intestinal tract into the bloodstream. Thus, patients taking these drugs are known to be at risk for vitamin B12 deficiency or sub-optimal vitamin B12 status. The daily use of Bodhi Health’s Sublingual B12 is the natural solution to prevent a decline in B12 status in these cases, as our Vitamin B12 strip is quickly absorbed (usually less than one minute) under the tongue directly into the bloodstream, bypassing the need for intrinsic factor.</p>
<p><strong>Changes in Food Selection in Older Subjects and Shifts to More Plant-based Diets</strong> – It is well known that older subjects tend to eat fewer vitamin B12 containing foods (mostly meat-based foods) or smaller portions of these foods. This often leads to a significant decline in B12 status over time. As well, even though a more plant-based diet is desirable to help reduce risk of heart disease (cardiovascular disease) and certain cancers, there is no or very little vitamin B12 in most plant-derived foods. As such, many vegans and vegetarians put themselves at risk for B12 deficiency or suboptimal B12 nutritional status. In these cases, dissolving one Bodhi Health Fast-Dissolving Vitamin B12 strip under your tongue each day can help ensure optimal B12 status over your lifetime.</p>",Bodhi Health Inc,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","wholesale, wholesale-only",true,Title,Default Title,,,,,,,,CP400006,0.0,shopify,deny,manual,0.00,,true,true,,,,,'10628425400006,https://cdn.shopify.com/s/files/1/0676/2001/2122/files/B12_30_pack_Display_d7908e65-7842-46d2-9db4-0a957294b4de.jpg?v=1759567678,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,active
bodhi-health-vitamin-b12-sublingual-1000mcg-5-pak,"Bodhi Health Vitamin B12 Sublingual, 5 Pack, 20 Sleeve Counter Display","<p>Rapid Absorption into the Bloodstream</p>
<p><strong>Ensure Your B12 Status Remains Optimal with Our Fast-Dissolving Sublingual (under the tongue) B12 Strips</strong></p>
<p>Vitamin B12 is a vital nutrient required by the body to make red blood cells (preventing anemia), which enables optimal energy production every minute of our lives. B12 is also necessary for the synthesis of brain chemicals (neurotransmitters) required for normal cognition, focus, mood stabilization, prevention of depression and to prevent the build-up of heart disease promoting “homocysteine” in the bloodstream, among other important function.</p>
<p><strong>Why Is Sub-Optimal Vitamin B12 Status So Common?</strong></p>
<p><strong>Aging Process</strong> – in the aging process the stomach makes less acid (hydrochloric acid), which hinders the synthesis and secretion of intrinsic factor. Intrinsic factor is essential for vitamin B12 to get absorbed from the intestinal tract to the bloodstream. As such, many older persons absorb less vitamin B12 from the gut even if they take B12 supplements or consume B12-containing foods frequently.</p>
<p>This is why Bodhi Health’s Fast Dissolving Sublingual B12 Strips is so helpful for people over 45-50. The fast-dissolving strip allows vitamin B12 to get absorbed directly into the bloodstream once placed under the tongue, without the need of intrinsic factor. Our proprietary oral film strip allows for the fastest possible absorption of B12 (less than one minute in most cases) right into the bloodstream, helping to ensure optimal Vitamin B12 status in your body each day.</p>
<p><strong>Antacid Medications</strong> - Doctors often prescribe antacids, proton pump inhibitors and/or histamine blockers to help older subjects who have digestive problems or reflux pain following meals. These drugs block the secretion or action of stomach acids, which in turn further reduces the secretion of intrinsic factor. Intrinsic factor is essential for the absorption of vitamin B12 from the intestinal tract into the bloodstream. Thus, patients taking these drugs are known to be at risk for vitamin B12 deficiency or sub-optimal vitamin B12 status. The daily use of Bodhi Health’s Sublingual B12 is the natural solution to prevent a decline in B12 status in these cases, as our Vitamin B12 strip is quickly absorbed (usually less than one minute) under the tongue directly into the bloodstream, bypassing the need for intrinsic factor.</p>
<p><strong>Changes in Food Selection in Older Subjects and Shifts to More Plant-based Diets</strong> – It is well known that older subjects tend to eat fewer vitamin B12 containing foods (mostly meat-based foods) or smaller portions of these foods. This often leads to a significant decline in B12 status over time. As well, even though a more plant-based diet is desirable to help reduce risk of heart disease (cardiovascular disease) and certain cancers, there is no or very little vitamin B12 in most plant-derived foods. As such, many vegans and vegetarians put themselves at risk for B12 deficiency or suboptimal B12 nutritional status. In these cases, dissolving one Bodhi Health Fast-Dissolving Vitamin B12 strip under your tongue each day can help ensure optimal B12 status over your lifetime.</p>",Bodhi Health Inc,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","wholesale, wholesale-only",true,Title,Default Title,,,,,,,,CP400051,0.0,shopify,deny,manual,0.00,,true,true,,,,,'10628425400051,https://cdn.shopify.com/s/files/1/0676/2001/2122/files/thumbnail_5_Pack_Display_B12_-_Edited.png?v=1760635817,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,active
bodhi-curcumin-30-pak-10-box,Curcumin Sublingual 30 Pack - 10 Box Counter Display,"<p>Bodhi Health has developed a breakthrough patented Curcumin (1) designed for sublingual absorption (under the tongue). This innovative delivery system allows curcumin to enter the bloodstream within minutes, bypassing digestion and first-pass liver metabolism. This enables curcumin to enter the bloodstream quickly and travel to key target tissues to suppress inflammation (and accompanying pain) and provide antioxidant effects.</p>
<p>Effects in the Body Curcumin, a compound in turmeric, has shown powerful anti-inflammatory, neuroprotective, exercise recovery and other important health effects in many studies. Bodhi Health Sublingual Curcumin is approved by health Canada for the purpose of supporting joint health and suppressing joint inflammatory conditions (i.e., osteoarthritis, other arthritic conditions, joint, muscle, tendon injuries etc.)</p>
<p>Curcumin is also shown to cross the blood-brain-barrier, where it provides documented neuroprotective effects (brain protective effects). Some small studies show that it improves memory and recall ability in healthy older subjects (2, 3). Experimental studies suggest that curcumin exerts other important protective effects on brain cells, potentially blocking steps involved in several age-related neurodegenerative conditions (2).</p>
<p>The Challenge:</p>
<p>Curcumin has very low absorption when taken orally—only 1–2% enters the bloodstream. Only small amounts are active even at high doses (1200–3000 mg/day) (4). This limits its effectiveness for severe pain or inflammation, often leading patients to rely on other medications.</p>
<p>The Bodhi Health Breakthrough Solution</p>
<p>To overcome the problems of poor absorption (bioavailability) and high-dose administration (1200 mg per day), Bodhi Health has developed a breakthrough patented Curcumin that provides for fast sublingual absorption (under the tongue). This innovative delivery system allows curcumin to enter the bloodstream within minutes, bypassing digestion and first-pass liver metabolism. This is also made possible using our proprietary oral film strip technology, which in published human research is shown to significantly increase blood levels of active constituents within minutes following sublingual administration (1,5)</p>
<p>Key Advantages:</p>
<p>• Direct bloodstream absorption through the oral mucosa</p>
<p>• Bypasses gut and liver breakdown, preserving curcumin’s potency</p>
<p>• Fast-acting: elevated blood levels in minutes</p>
<p>• Higher bioavailability than traditional oral supplements</p>
<p>Clinical studies using the same sublingual technology show significantly higher blood concentrations at 1-, 10-, and 30-minute post-administration compared to standard oral delivery (5).</p>
<p>References:</p>
<p>1. Patented Curcumin Shown to Improve Bioavailability 46x higher than standard curcumin. 2017 US Patent Approval. https://omniactives.com/press-releases/ultrasol-curcumin-line-curcuwin-granted-patent-for-sports-performance-benefits/ (and https://patents.google.com/patent/WO2012156979A1/en)</p>
<p>2. Curcumin Crosses Blood-Brain-Barrier Exerting Neuroprotective Effects. Adv Exp Med Biol, 2007. NEUROPROTECTIVE EFFECTS OF CURCUMIN - PMC</p>
<p>3. Curcumin Improves Memory in Subjects 50-90 Years Old Compared to Placebo. Am J Geriatric Psychiatry, 2018. https://www.sciencedirect.com/science/article/pii/S1064748117305110</p>
<p>4. Typical Poor Bioavailability of Phenolic Compounds (including Curcumin) Scholarly Community Encyclopedia, 2020. https://encyclopedia.pub/entry/3533</p>
<p>5. Breakthrough Proprietary Oral Film Technology: (Frontiers of Pharmacology, 2019. https://pubmed.ncbi.nlm.nih.gov/31551785/),</p>",Bodhi Health Inc,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,"","",true,Title,Default Title,,,,,,,,CP400013,0.0,shopify,deny,manual,349.80,,true,true,,,,,'10628425400013,https://cdn.shopify.com/s/files/1/0676/2001/2122/files/Curcumin_30_display_98fbbd48-e8f6-4cfa-b803-31f3f4c5bbb6.jpg?v=1759309711,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,active
